,Ret x0.80,Ret x0.90,Ret x1.00,Ret x1.10,Ret x1.20
Vol x0.80,1.2708654016016,1.4411162224050655,1.611367043208531,1.7816178640119964,1.9518686848154618
Vol x0.90,1.1296581347569778,1.2809921976933916,1.4323262606298053,1.583660323566219,1.734994386502633
Vol x1.00,1.0166923212812802,1.1528929779240524,1.289093634566825,1.4252942912095972,1.5614949478523696
Vol x1.10,0.9242657466193455,1.048084525385502,1.1719033041516589,1.2957220829178155,1.4195408616839722
Vol x1.20,0.8472436010677334,0.9607441482700438,1.0742446954723541,1.1877452426746644,1.3012457898769747
Vol x1.30,0.7820710163702154,0.8868407522492711,0.9916104881283268,1.0963802240073823,1.201149959886438
Vol x1.40,0.7262088009152001,0.8234949842314662,0.9207811675477321,1.0180673508639981,1.115353534180264
