date,ticker,daily_return
2019-04-03,AAPL,0.006855010986328125
2019-04-04,AAPL,0.0017404556274414062
2019-04-05,AAPL,0.006694197654724121
2019-04-08,AAPL,0.015735983848571777
2019-04-09,AAPL,-0.002998530864715576
2019-04-10,AAPL,0.005614161491394043
2019-04-11,AAPL,-0.00832432508468628
2019-04-12,AAPL,-0.0004019737243652344
2019-04-15,AAPL,0.0018099546432495117
2019-04-16,AAPL,0.00010073184967041016
2019-04-17,AAPL,0.01947307586669922
2019-04-18,AAPL,0.0035936832427978516
2019-04-22,AAPL,0.003286600112915039
2019-04-23,AAPL,0.014423251152038574
2019-04-24,AAPL,-0.0015423297882080078
2019-04-25,AAPL,-0.0090751051902771
2019-04-26,AAPL,-0.004774034023284912
2019-04-29,AAPL,0.0015175342559814453
2019-04-30,AAPL,-0.01925605535507202
2019-05-01,AAPL,0.049085378646850586
2019-05-02,AAPL,-0.006507813930511475
2019-05-03,AAPL,0.012431502342224121
2019-05-06,AAPL,-0.01544278860092163
2019-05-07,AAPL,-0.026957154273986816
2019-05-08,AAPL,0.00019729137420654297
2019-05-09,AAPL,-0.010744154453277588
2019-05-10,AAPL,-0.01385343074798584
2019-05-13,AAPL,-0.05811953544616699
2019-05-14,AAPL,0.015830397605895996
2019-05-15,AAPL,0.011979103088378906
2019-05-16,AAPL,-0.004399716854095459
2019-05-17,AAPL,-0.005681633949279785
2019-05-20,AAPL,-0.031269967555999756
2019-05-21,AAPL,0.01917099952697754
2019-05-22,AAPL,-0.02047175168991089
2019-05-23,AAPL,-0.017069578170776367
2019-05-24,AAPL,-0.0038406848907470703
2019-05-28,AAPL,-0.0041345953941345215
2019-05-29,AAPL,-0.0047692060470581055
2019-05-30,AAPL,0.00518643856048584
2019-05-31,AAPL,-0.018115341663360596
2019-06-03,AAPL,-0.010110080242156982
2019-06-04,AAPL,0.036583542823791504
2019-06-05,AAPL,0.01614367961883545
2019-06-06,AAPL,0.014681577682495117
2019-06-07,AAPL,0.026616811752319336
2019-06-10,AAPL,0.012779831886291504
2019-06-11,AAPL,0.011579275131225586
2019-06-12,AAPL,-0.0031824707984924316
2019-06-13,AAPL,-0.00020587444305419922
2019-06-14,AAPL,-0.0072623491287231445
2019-06-17,AAPL,0.0059661865234375
2019-06-18,AAPL,0.023518800735473633
2019-06-19,AAPL,-0.00292283296585083
2019-06-20,AAPL,0.008035898208618164
2019-06-21,AAPL,-0.0034092068672180176
2019-06-24,AAPL,-0.00100630521774292
2019-06-25,AAPL,-0.015157520771026611
2019-06-26,AAPL,0.02162909507751465
2019-06-27,AAPL,-0.00030052661895751953
2019-06-28,AAPL,-0.00911170244216919
2019-07-01,AAPL,0.01834094524383545
2019-07-02,AAPL,0.005854368209838867
2019-07-03,AAPL,0.00828707218170166
2019-07-05,AAPL,-0.0008807182312011719
2019-07-08,AAPL,-0.020614027976989746
2019-07-09,AAPL,0.006099343299865723
2019-07-10,AAPL,0.009889006614685059
2019-07-11,AAPL,-0.007282733917236328
2019-07-12,AAPL,0.007683157920837402
2019-07-15,AAPL,0.00939488410949707
2019-07-16,AAPL,-0.003460109233856201
2019-07-17,AAPL,-0.005623340606689453
2019-07-18,AAPL,0.011359810829162598
2019-07-19,AAPL,-0.014927685260772705
2019-07-22,AAPL,0.022854208946228027
2019-07-23,AAPL,0.007817625999450684
2019-07-24,AAPL,-0.000813901424407959
2019-07-25,AAPL,-0.007907211780548096
2019-07-26,AAPL,0.0034776926040649414
2019-07-29,AAPL,0.009338736534118652
2019-07-30,AAPL,-0.00429224967956543
2019-07-31,AAPL,0.020404338836669922
2019-08-01,AAPL,-0.021639108657836914
2019-08-02,AAPL,-0.021158218383789062
2019-08-05,AAPL,-0.052347660064697266
2019-08-06,AAPL,0.01893031597137451
2019-08-07,AAPL,0.010355114936828613
2019-08-08,AAPL,0.022055864334106445
2019-08-09,AAPL,-0.00824052095413208
2019-08-12,AAPL,-0.002537548542022705
2019-08-13,AAPL,0.042348504066467285
2019-08-14,AAPL,-0.029765009880065918
2019-08-15,AAPL,-0.0049814581871032715
2019-08-16,AAPL,0.02359485626220703
2019-08-19,AAPL,0.018643856048583984
2019-08-20,AAPL,4.756450653076172e-05
2019-08-21,AAPL,0.010838627815246582
2019-08-22,AAPL,-0.0008463859558105469
2019-08-23,AAPL,-0.04622066020965576
2019-08-26,AAPL,0.018999218940734863
2019-08-27,AAPL,-0.01128387451171875
2019-08-28,AAPL,0.0067102909088134766
2019-08-29,AAPL,0.016932010650634766
2019-08-30,AAPL,-0.0012918710708618164
2019-09-03,AAPL,-0.014563500881195068
2019-09-04,AAPL,0.01696646213531494
2019-09-05,AAPL,0.019551515579223633
2019-09-06,AAPL,-9.369850158691406e-05
2019-09-09,AAPL,0.004267096519470215
2019-09-10,AAPL,0.011813044548034668
2019-09-11,AAPL,0.03179490566253662
2019-09-12,AAPL,-0.002236008644104004
2019-09-13,AAPL,-0.01945418119430542
2019-09-16,AAPL,0.005257368087768555
2019-09-17,AAPL,0.0036379098892211914
2019-09-18,AAPL,0.009379386901855469
2019-09-19,AAPL,-0.0081251859664917
2019-09-20,AAPL,-0.014617860317230225
2019-09-23,AAPL,0.004546761512756348
2019-09-24,AAPL,-0.004754960536956787
2019-09-25,AAPL,0.015389561653137207
2019-09-26,AAPL,-0.005157411098480225
2019-09-27,AAPL,-0.004866182804107666
2019-09-30,AAPL,0.02353537082672119
2019-10-01,AAPL,0.0027681589126586914
2019-10-02,AAPL,-0.025067925453186035
2019-10-03,AAPL,0.008494734764099121
2019-10-04,AAPL,0.02803182601928711
2019-10-07,AAPL,0.0002200603485107422
2019-10-08,AAPL,-0.011714816093444824
2019-10-09,AAPL,0.01172029972076416
2019-10-10,AAPL,0.01347815990447998
2019-10-11,AAPL,0.026598334312438965
2019-10-14,AAPL,-0.001439213752746582
2019-10-15,AAPL,-0.0023319125175476074
2019-10-16,AAPL,-0.004036962985992432
2019-10-17,AAPL,0.003882765769958496
2019-10-18,AAPL,0.004802703857421875
2019-10-21,AAPL,0.017342686653137207
2019-10-22,AAPL,-0.002286851406097412
2019-10-23,AAPL,0.013418793678283691
2019-10-24,AAPL,0.0016449689865112305
2019-10-25,AAPL,0.012316465377807617
2019-10-28,AAPL,0.010016798973083496
2019-10-29,AAPL,-0.02312779426574707
2019-10-30,AAPL,-0.00012362003326416016
2019-10-31,AAPL,0.022609829902648926
2019-11-01,AAPL,0.028380751609802246
2019-11-04,AAPL,0.00656735897064209
2019-11-05,AAPL,-0.001437067985534668
2019-11-06,AAPL,0.0004277229309082031
2019-11-07,AAPL,0.011541366577148438
2019-11-08,AAPL,0.002736806869506836
2019-11-11,AAPL,0.007918715476989746
2019-11-12,AAPL,-0.0009154677391052246
2019-11-13,AAPL,0.009581804275512695
2019-11-14,AAPL,-0.006919503211975098
2019-11-15,AAPL,0.011879324913024902
2019-11-18,AAPL,0.0050421953201293945
2019-11-19,AAPL,-0.0030325651168823242
2019-11-20,AAPL,-0.011641740798950195
2019-11-21,AAPL,-0.004483163356781006
2019-11-22,AAPL,-0.0008779764175415039
2019-11-25,AAPL,0.01753401756286621
2019-11-26,AAPL,-0.007808864116668701
2019-11-27,AAPL,0.013432145118713379
2019-11-29,AAPL,-0.0022029876708984375
2019-12-02,AAPL,-0.011561930179595947
2019-12-03,AAPL,-0.017830073833465576
2019-12-04,AAPL,0.008826375007629395
2019-12-05,AAPL,0.014670968055725098
2019-12-06,AAPL,0.01931619644165039
2019-12-09,AAPL,-0.0140000581741333
2019-12-10,AAPL,0.005844473838806152
2019-12-11,AAPL,0.008529424667358398
2019-12-12,AAPL,0.0025480985641479492
2019-12-13,AAPL,0.013593077659606934
2019-12-16,AAPL,0.017117738723754883
2019-12-17,AAPL,0.001965641975402832
2019-12-18,AAPL,-0.0023894906044006348
2019-12-19,AAPL,0.0010012388229370117
2019-12-20,AAPL,-0.0020714402198791504
2019-12-23,AAPL,0.016318559646606445
2019-12-24,AAPL,0.0009505748748779297
2019-12-26,AAPL,0.019840002059936523
2019-12-27,AAPL,-0.00037926435470581055
2019-12-30,AAPL,0.005935311317443848
2019-12-31,AAPL,0.007306098937988281
2020-01-02,AAPL,0.022816777229309082
2020-01-03,AAPL,-0.009721934795379639
2020-01-06,AAPL,0.00796818733215332
2020-01-07,AAPL,-0.004703521728515625
2020-01-08,AAPL,0.016086339950561523
2020-01-09,AAPL,0.021241068840026855
2020-01-10,AAPL,0.002260923385620117
2020-01-13,AAPL,0.021364212036132812
2020-01-14,AAPL,-0.013503432273864746
2020-01-15,AAPL,-0.004285454750061035
2020-01-16,AAPL,0.012526512145996094
2020-01-17,AAPL,0.011071085929870605
2020-01-21,AAPL,-0.006776690483093262
2020-01-22,AAPL,0.0035691261291503906
2020-01-23,AAPL,0.004815936088562012
2020-01-24,AAPL,-0.002882063388824463
2020-01-27,AAPL,-0.02940499782562256
2020-01-28,AAPL,0.028289437294006348
2020-01-29,AAPL,0.02093207836151123
2020-01-30,AAPL,-0.0014491081237792969
2020-01-31,AAPL,-0.044338762760162354
2020-02-03,AAPL,-0.002746284008026123
2020-02-04,AAPL,0.03301358222961426
2020-02-05,AAPL,0.008154511451721191
2020-02-06,AAPL,0.011696934700012207
2020-02-07,AAPL,-0.01359260082244873
2020-02-10,AAPL,0.004749298095703125
2020-02-11,AAPL,-0.0060332417488098145
2020-02-12,AAPL,0.023747801780700684
2020-02-13,AAPL,-0.007121145725250244
2020-02-14,AAPL,0.0002461671829223633
2020-02-18,AAPL,-0.018310546875
2020-02-19,AAPL,0.014482736587524414
2020-02-20,AAPL,-0.010258972644805908
2020-02-21,AAPL,-0.02263498306274414
2020-02-24,AAPL,-0.04750025272369385
2020-02-25,AAPL,-0.03387218713760376
2020-02-26,AAPL,0.015863895416259766
2020-02-27,AAPL,-0.06536853313446045
2020-02-28,AAPL,-0.0005848407745361328
2020-03-02,AAPL,0.09310042858123779
2020-03-03,AAPL,-0.031759023666381836
2020-03-04,AAPL,0.046384334564208984
2020-03-05,AAPL,-0.03243696689605713
2020-03-06,AAPL,-0.013279974460601807
2020-03-09,AAPL,-0.07909220457077026
2020-03-10,AAPL,0.07202160358428955
2020-03-11,AAPL,-0.03473055362701416
2020-03-12,AAPL,-0.09875452518463135
2020-03-13,AAPL,0.11980819702148438
2020-03-16,AAPL,-0.12864702939987183
2020-03-17,AAPL,0.04397010803222656
2020-03-18,AAPL,-0.02447986602783203
2020-03-19,AAPL,-0.007662177085876465
2020-03-20,AAPL,-0.06348550319671631
2020-03-23,AAPL,-0.0212441086769104
2020-03-24,AAPL,0.1003255844116211
2020-03-25,AAPL,-0.0055089592933654785
2020-03-26,AAPL,0.05262291431427002
2020-03-27,AAPL,-0.041402220726013184
2020-03-30,AAPL,0.028538107872009277
2020-03-31,AAPL,-0.0020406246185302734
2020-04-01,AAPL,-0.05261731147766113
2020-04-02,AAPL,0.01668679714202881
2020-04-03,AAPL,-0.014371395111083984
2020-04-06,AAPL,0.08723723888397217
2020-04-07,AAPL,-0.01158231496810913
2020-04-08,AAPL,0.02559494972229004
2020-04-09,AAPL,0.007215976715087891
2020-04-13,AAPL,0.019627928733825684
2020-04-14,AAPL,0.050502777099609375
2020-04-15,AAPL,-0.00912708044052124
2020-04-16,AAPL,0.007945537567138672
2020-04-17,AAPL,-0.013568580150604248
2020-04-20,AAPL,-0.020756900310516357
2020-04-21,AAPL,-0.030910253524780273
2020-04-22,AAPL,0.02880394458770752
2020-04-23,AAPL,-0.0038754940032958984
2020-04-24,AAPL,0.02886950969696045
2020-04-27,AAPL,0.000706791877746582
2020-04-28,AAPL,-0.016209661960601807
2020-04-29,AAPL,0.032845258712768555
2020-04-30,AAPL,0.021096348762512207
2020-05-01,AAPL,-0.016099512577056885
2020-05-04,AAPL,0.014148950576782227
2020-05-05,AAPL,0.015008687973022461
2020-05-06,AAPL,0.010317325592041016
2020-05-07,AAPL,0.010344982147216797
2020-05-08,AAPL,0.023801445960998535
2020-05-11,AAPL,0.015735507011413574
2020-05-12,AAPL,-0.01142817735671997
2020-05-13,AAPL,-0.012074112892150879
2020-05-14,AAPL,0.006143450736999512
2020-05-15,AAPL,-0.005912125110626221
2020-05-18,AAPL,0.02356112003326416
2020-05-19,AAPL,-0.005778491497039795
2020-05-20,AAPL,0.019448161125183105
2020-05-21,AAPL,-0.007455408573150635
2020-05-22,AAPL,0.006438493728637695
2020-05-26,AAPL,-0.006773591041564941
2020-05-27,AAPL,0.004356980323791504
2020-05-28,AAPL,0.00044035911560058594
2020-05-29,AAPL,-0.0009746551513671875
2020-06-01,AAPL,0.012298107147216797
2020-06-02,AAPL,0.004629373550415039
2020-06-03,AAPL,0.005505204200744629
2020-06-04,AAPL,-0.008612275123596191
2020-06-05,AAPL,0.028481125831604004
2020-06-08,AAPL,0.005912423133850098
2020-06-09,AAPL,0.0315781831741333
2020-06-10,AAPL,0.025727272033691406
2020-06-11,AAPL,-0.048010170459747314
2020-06-12,AAPL,0.008633136749267578
2020-06-15,AAPL,0.012367486953735352
2020-06-16,AAPL,0.026501893997192383
2020-06-17,AAPL,-0.001391589641571045
2020-06-18,AAPL,0.00039839744567871094
2020-06-19,AAPL,-0.005714714527130127
2020-06-22,AAPL,0.026163816452026367
2020-06-23,AAPL,0.021344780921936035
2020-06-24,AAPL,-0.01765221357345581
2020-06-25,AAPL,0.013275504112243652
2020-06-26,AAPL,-0.03072589635848999
2020-06-29,AAPL,0.02304685115814209
2020-06-30,AAPL,0.008347749710083008
2020-07-01,AAPL,-0.0018915534019470215
2020-07-02,AAPL,0.0
2020-07-06,AAPL,0.02674996852874756
2020-07-07,AAPL,-0.0031026601791381836
2020-07-08,AAPL,0.023290038108825684
2020-07-09,AAPL,0.004300355911254883
2020-07-10,AAPL,0.001749277114868164
2020-07-13,AAPL,-0.004613220691680908
2020-07-14,AAPL,0.01654839515686035
2020-07-15,AAPL,0.00687718391418457
2020-07-16,AAPL,-0.012304842472076416
2020-07-17,AAPL,-0.0020202994346618652
2020-07-20,AAPL,0.02107417583465576
2020-07-21,AAPL,-0.013801932334899902
2020-07-22,AAPL,0.0028094053268432617
2020-07-23,AAPL,-0.045516252517700195
2020-07-24,AAPL,-0.0024774670600891113
2020-07-27,AAPL,0.023700237274169922
2020-07-28,AAPL,-0.016427814960479736
2020-07-29,AAPL,0.019168496131896973
2020-07-30,AAPL,0.012100458145141602
2020-07-31,AAPL,0.10468840599060059
2020-08-03,AAPL,0.025197744369506836
2020-08-04,AAPL,0.006677865982055664
2020-08-05,AAPL,0.0036249160766601562
2020-08-06,AAPL,0.0348891019821167
2020-08-07,AAPL,-0.022735774517059326
2020-08-10,AAPL,0.014534950256347656
2020-08-11,AAPL,-0.029739856719970703
2020-08-12,AAPL,0.0332341194152832
2020-08-13,AAPL,0.017697572708129883
2020-08-14,AAPL,-0.000891268253326416
2020-08-17,AAPL,-0.00261080265045166
2020-08-18,AAPL,0.00833272933959961
2020-08-19,AAPL,0.0012546777725219727
2020-08-20,AAPL,0.022189617156982422
2020-08-21,AAPL,0.05153250694274902
2020-08-24,AAPL,0.011960268020629883
2020-08-25,AAPL,-0.008203744888305664
2020-08-26,AAPL,0.013599157333374023
2020-08-27,AAPL,-0.01195448637008667
2020-08-28,AAPL,-0.001619875431060791
2020-08-31,AAPL,0.033911943435668945
2020-09-01,AAPL,0.039832472801208496
2020-09-02,AAPL,-0.020718157291412354
2020-09-03,AAPL,-0.08006083965301514
2020-09-04,AAPL,0.0006618499755859375
2020-09-08,AAPL,-0.06729507446289062
2020-09-09,AAPL,0.03988659381866455
2020-09-10,AAPL,-0.0326458215713501
2020-09-11,AAPL,-0.013128876686096191
2020-09-14,AAPL,0.03000020980834961
2020-09-15,AAPL,0.0015603303909301758
2020-09-16,AAPL,-0.02951347827911377
2020-09-17,AAPL,-0.015963852405548096
2020-09-18,AAPL,-0.03172016143798828
2020-09-21,AAPL,0.030326008796691895
2020-09-22,AAPL,0.015715599060058594
2020-09-23,AAPL,-0.04194587469100952
2020-09-24,AAPL,0.010268568992614746
2020-09-25,AAPL,0.03751635551452637
2020-09-28,AAPL,0.023868918418884277
2020-09-29,AAPL,-0.007567763328552246
2020-09-30,AAPL,0.01507556438446045
2020-10-01,AAPL,0.008462309837341309
2020-10-02,AAPL,-0.0322803258895874
2020-10-05,AAPL,0.030791163444519043
2020-10-06,AAPL,-0.02866959571838379
2020-10-07,AAPL,0.016967177391052246
2020-10-08,AAPL,-0.0009558796882629395
2020-10-09,AAPL,0.017395853996276855
2020-10-12,AAPL,0.06352066993713379
2020-10-13,AAPL,-0.02652740478515625
2020-10-14,AAPL,0.0007432699203491211
2020-10-15,AAPL,-0.003960847854614258
2020-10-16,AAPL,-0.014000654220581055
2020-10-19,AAPL,-0.025541722774505615
2020-10-20,AAPL,0.013191938400268555
2020-10-21,AAPL,-0.005446195602416992
2020-10-22,AAPL,-0.009583353996276855
2020-10-23,AAPL,-0.006133973598480225
2020-10-26,AAPL,8.690357208251953e-05
2020-10-27,AAPL,0.013472437858581543
2020-10-28,AAPL,-0.046312153339385986
2020-10-29,AAPL,0.03705012798309326
2020-10-30,AAPL,-0.05601781606674194
2020-11-02,AAPL,-0.0008267760276794434
2020-11-03,AAPL,0.015353560447692871
2020-11-04,AAPL,0.040836453437805176
2020-11-05,AAPL,0.03549373149871826
2020-11-06,AAPL,-0.0011360645294189453
2020-11-09,AAPL,-0.019968032836914062
2020-11-10,AAPL,-0.003008902072906494
2020-11-11,AAPL,0.030352473258972168
2020-11-12,AAPL,-0.0023431777954101562
2020-11-13,AAPL,0.0004194974899291992
2020-11-16,AAPL,0.0087202787399292
2020-11-17,AAPL,-0.007564246654510498
2020-11-18,AAPL,-0.011391401290893555
2020-11-19,AAPL,0.005168318748474121
2020-11-20,AAPL,-0.010957539081573486
2020-11-23,AAPL,-0.029742777347564697
2020-11-24,AAPL,0.011594414710998535
2020-11-25,AAPL,0.007467031478881836
2020-11-27,AAPL,0.0048264265060424805
2020-11-30,AAPL,0.02109968662261963
2020-12-01,AAPL,0.03082740306854248
2020-12-02,AAPL,0.002933502197265625
2020-12-03,AAPL,-0.0011374354362487793
2020-12-04,AAPL,-0.005612552165985107
2020-12-07,AAPL,0.012269854545593262
2020-12-08,AAPL,0.005091071128845215
2020-12-09,AAPL,-0.02090388536453247
2020-12-10,AAPL,0.01198887825012207
2020-12-11,AAPL,-0.006734788417816162
2020-12-14,AAPL,-0.00514674186706543
2020-12-15,AAPL,0.05009031295776367
2020-12-16,AAPL,-0.0005472302436828613
2020-12-17,AAPL,0.006963253021240234
2020-12-18,AAPL,-0.015850722789764404
2020-12-21,AAPL,0.012395501136779785
2020-12-22,AAPL,0.028464674949645996
2020-12-23,AAPL,-0.006976127624511719
2020-12-24,AAPL,0.007712244987487793
2020-12-28,AAPL,0.035765767097473145
2020-12-29,AAPL,-0.01331484317779541
2020-12-30,AAPL,-0.008526861667633057
2020-12-31,AAPL,-0.00770258903503418
2021-01-04,AAPL,-0.024719178676605225
2021-01-05,AAPL,0.012363791465759277
2021-01-06,AAPL,-0.03366154432296753
2021-01-07,AAPL,0.03412294387817383
2021-01-08,AAPL,0.008631706237792969
2021-01-11,AAPL,-0.023249030113220215
2021-01-12,AAPL,-0.0013956427574157715
2021-01-13,AAPL,0.016226887702941895
2021-01-14,AAPL,-0.015127360820770264
2021-01-15,AAPL,-0.013730466365814209
2021-01-19,AAPL,0.005427002906799316
2021-01-20,AAPL,0.03285634517669678
2021-01-21,AAPL,0.036658287048339844
2021-01-22,AAPL,0.01607382297515869
2021-01-25,AAPL,0.027683496475219727
2021-01-26,AAPL,0.0016796588897705078
2021-01-27,AAPL,-0.007683932781219482
2021-01-28,AAPL,-0.03498518466949463
2021-01-29,AAPL,-0.03742051124572754
2021-02-01,AAPL,0.016519904136657715
2021-02-02,AAPL,0.006336688995361328
2021-02-03,AAPL,-0.0077784061431884766
2021-02-04,AAPL,0.025757551193237305
2021-02-05,AAPL,-0.003097712993621826
2021-02-08,AAPL,0.001096963882446289
2021-02-09,AAPL,-0.006573796272277832
2021-02-10,AAPL,-0.0045585036277771
2021-02-11,AAPL,-0.0019203424453735352
2021-02-12,AAPL,0.0017758607864379883
2021-02-16,AAPL,-0.016103625297546387
2021-02-17,AAPL,-0.017643988132476807
2021-02-18,AAPL,-0.008636534214019775
2021-02-19,AAPL,0.0012335777282714844
2021-02-22,AAPL,-0.029799163341522217
2021-02-23,AAPL,-0.0011112093925476074
2021-02-24,AAPL,-0.004052162170410156
2021-02-25,AAPL,-0.0347825288772583
2021-02-26,AAPL,0.0022318363189697266
2021-03-01,AAPL,0.05385100841522217
2021-03-02,AAPL,-0.02089369297027588
2021-03-03,AAPL,-0.024456441402435303
2021-03-04,AAPL,-0.01581186056137085
2021-03-05,AAPL,0.010738134384155273
2021-03-08,AAPL,-0.041673362255096436
2021-03-09,AAPL,0.04064977169036865
2021-03-10,AAPL,-0.0091666579246521
2021-03-11,AAPL,0.01650261878967285
2021-03-12,AAPL,-0.007625401020050049
2021-03-15,AAPL,0.024456501007080078
2021-03-16,AAPL,0.012742996215820312
2021-03-17,AAPL,-0.006450474262237549
2021-03-18,AAPL,-0.033905088901519775
2021-03-19,AAPL,-0.004480302333831787
2021-03-22,AAPL,0.0283358097076416
2021-03-23,AAPL,-0.006888747215270996
2021-03-24,AAPL,-0.019993603229522705
2021-03-25,AAPL,0.0041637420654296875
2021-03-26,AAPL,0.0051413774490356445
2021-03-29,AAPL,0.0014852285385131836
2021-03-30,AAPL,-0.012274563312530518
2021-03-31,AAPL,0.018765687942504883
2021-04-01,AAPL,0.006958484649658203
2021-04-05,AAPL,0.023577213287353516
2021-04-06,AAPL,0.0024623870849609375
2021-04-07,AAPL,0.013390541076660156
2021-04-08,AAPL,0.0192335844039917
2021-04-09,AAPL,0.02025163173675537
2021-04-12,AAPL,-0.013233006000518799
2021-04-13,AAPL,0.024306654930114746
2021-04-14,AAPL,-0.017852783203125
2021-04-15,AAPL,0.018707275390625
2021-04-16,AAPL,-0.002527773380279541
2021-04-19,AAPL,0.005068540573120117
2021-04-20,AAPL,-0.012829780578613281
2021-04-21,AAPL,0.0029300451278686523
2021-04-22,AAPL,-0.011685669422149658
2021-04-23,AAPL,0.01803874969482422
2021-04-26,AAPL,0.002977728843688965
2021-04-27,AAPL,-0.0024495720863342285
2021-04-28,AAPL,-0.006027042865753174
2021-04-29,AAPL,-0.0007486939430236816
2021-04-30,AAPL,-0.015133440494537354
2021-05-03,AAPL,0.00821542739868164
2021-05-04,AAPL,-0.0353853702545166
2021-05-05,AAPL,0.001955389976501465
2021-05-06,AAPL,0.012802481651306152
2021-05-07,AAPL,0.005327343940734863
2021-05-10,AAPL,-0.025804579257965088
2021-05-11,AAPL,-0.007410168647766113
2021-05-12,AAPL,-0.024938642978668213
2021-05-13,AAPL,0.01791989803314209
2021-05-14,AAPL,0.019844651222229004
2021-05-17,AAPL,-0.009258568286895752
2021-05-18,AAPL,-0.011245667934417725
2021-05-19,AAPL,-0.0012814998626708984
2021-05-20,AAPL,0.021011948585510254
2021-05-21,AAPL,-0.014767050743103027
2021-05-24,AAPL,0.013314008712768555
2021-05-25,AAPL,-0.0015735030174255371
2021-05-26,AAPL,-0.0003940463066101074
2021-05-27,AAPL,-0.012376785278320312
2021-05-28,AAPL,-0.005347907543182373
2021-06-01,AAPL,-0.0026484131813049316
2021-06-02,AAPL,0.006276130676269531
2021-06-03,AAPL,-0.012154221534729004
2021-06-04,AAPL,0.019022345542907715
2021-06-07,AAPL,7.927417755126953e-05
2021-06-08,AAPL,0.006672024726867676
2021-06-09,AAPL,0.0030771493911743164
2021-06-10,AAPL,-0.008023262023925781
2021-06-11,AAPL,0.009832501411437988
2021-06-14,AAPL,0.024577975273132324
2021-06-15,AAPL,-0.0064375996589660645
2021-06-16,AAPL,0.003934144973754883
2021-06-17,AAPL,0.01260066032409668
2021-06-18,AAPL,-0.010091602802276611
2021-06-21,AAPL,0.01410365104675293
2021-06-22,AAPL,0.01269841194152832
2021-06-23,AAPL,-0.0020895004272460938
2021-06-24,AAPL,-0.0021694302558898926
2021-06-25,AAPL,-0.002248704433441162
2021-06-28,AAPL,0.012546181678771973
2021-06-29,AAPL,0.011500000953674316
2021-06-30,AAPL,0.004621267318725586
2021-07-01,AAPL,0.0022635459899902344
2021-07-02,AAPL,0.019596338272094727
2021-07-06,AAPL,0.01471865177154541
2021-07-07,AAPL,0.017955303192138672
2021-07-08,AAPL,-0.009200096130371094
2021-07-09,AAPL,0.01305544376373291
2021-07-12,AAPL,-0.004203736782073975
2021-07-13,AAPL,0.007889389991760254
2021-07-14,AAPL,0.024100422859191895
2021-07-15,AAPL,-0.004492342472076416
2021-07-16,AAPL,-0.014075875282287598
2021-07-19,AAPL,-0.026914358139038086
2021-07-20,AAPL,0.025973916053771973
2021-07-21,AAPL,-0.005131721496582031
2021-07-22,AAPL,0.009628534317016602
2021-07-23,AAPL,0.011989116668701172
2021-07-26,AAPL,0.0028945207595825195
