return_annual,vol_annual,sharpe
0.3902814623897607,0.2872884434735835,1.358500389611556
0.33592213167407714,0.25944268609242066,1.294783586824307
0.33788377512201206,0.2651812239430372,1.2741617603914215
0.4506801523440589,0.31650050943249164,1.423947636457714
0.32662479388503074,0.2565757985651872,1.2730148194473863
0.28218233379671515,0.241274507835331,1.169548894031124
0.4137389293552919,0.2999281167174616,1.3794602982988833
0.4322104412687874,0.305340860172862,1.4155014858610833
0.3228614832901784,0.25814107546006104,1.2507172007196923
0.41285188473292056,0.306477788897832,1.3470858237970047
0.4373590956035239,0.315089885202053,1.3880454947738647
0.44361935967182303,0.318612853408999,1.3923460868741377
0.35203578601085467,0.27415724221324866,1.2840652436131141
0.3391769406166682,0.2631436354380914,1.2889422161094404
0.366558665911351,0.2702450852755656,1.3563934586916746
0.34543242439019073,0.27943623124452605,1.23617622114261
0.26468418998863885,0.2610261665369747,1.0140140105499575
0.2947619910666351,0.2512549587701106,1.1731589000650604
0.23408760832432074,0.22752527585011026,1.0288422130231087
0.2566879546165694,0.25323678703257446,1.0136282237049192
0.5112309036636831,0.34981588237018535,1.4614285097629833
0.25910300379632245,0.23667860368538005,1.094746207564886
0.3191582782728667,0.26326838868745356,1.212292443707567
0.31272935789548917,0.2601027752236714,1.2023299544826553
0.25963430253260944,0.22696296326421314,1.1439500912330034
0.4038550202255652,0.30325341204325235,1.331741059414574
0.3441221819812562,0.2725907134402479,1.2624134462918455
0.2324838760400612,0.21679486734920922,1.0723679895316913
0.3034817088654356,0.25435021061127133,1.1931647634027436
0.3251399778311652,0.2689069570402652,1.2091170173127201
0.3216289831966672,0.26672516063564355,1.2058441821918118
0.34586075398493926,0.2624370053157452,1.3178810418478317
0.4242247992988103,0.3074603389929833,1.3797708045475476
0.2356958185588868,0.25297815213446007,0.9316844817239888
0.336959270309411,0.2664730242638286,1.2645155029868826
0.39882001243387466,0.2923677085060308,1.3641041771398228
0.32661994842332026,0.2644387784750153,1.2351439161339945
0.35954837960559344,0.2761374656970587,1.3020630094434273
0.473805663096498,0.3315352621493405,1.4291260001268633
0.3864659577292517,0.27757999747234274,1.3922687558485118
0.47590399857937676,0.33011228660122766,1.441642792151702
0.467398647118835,0.3242042701570712,1.4416794908111132
0.38477303489678744,0.2762426565065639,1.3928805918779048
0.38699176661796075,0.29227732077959095,1.3240567745240652
0.33258269366625337,0.2628233722533827,1.2654228229961875
0.4009737809384647,0.29355154622722246,1.365939938289722
0.324812036923249,0.2619798293615476,1.2398360504120691
0.25137962403612646,0.22335840061676007,1.1254540834013465
0.32096557453246094,0.2604832097430746,1.2321929495918091
0.30816970290883183,0.24376542070096643,1.2642059814007494
0.36546924729429114,0.2731263140958651,1.3380960692275679
0.45441721934705326,0.3153985166742408,1.4407715804713117
0.349230354543849,0.26892512960101445,1.2986155479853365
0.29052508217814926,0.2441432584960795,1.1899779005481512
0.36241314841980277,0.26728425407708145,1.355909085146809
0.533465103025705,0.3670675644583078,1.4533158325033564
0.4179939971818341,0.2977409018187721,1.4038850377240317
0.3166196440311446,0.25987316998715065,1.2183621881658648
0.4645368080940976,0.32033468574856166,1.4501608123034282
0.32546863048611435,0.26660855419682944,1.220773397412561
0.3870435265685628,0.27772221888915105,1.3936354394570274
0.3583810641639632,0.2838563529403938,1.2625437495112841
0.5964441476199465,0.4109226767441926,1.451475378155498
0.3781513651081546,0.2764473672894155,1.3678964238869535
0.24845315012463315,0.22668964052571594,1.0960057528365454
0.3572294920458448,0.2733678648245696,1.3067720753318697
0.4848250191315215,0.33166443597760686,1.461793808861242
0.2697454449559604,0.247853274221508,1.0883271395272642
0.29458429884161813,0.25478597773735767,1.1562029490700072
0.37367677594878673,0.27583294491251487,1.3547213371024434
0.3291906041464628,0.2558395425325972,1.2867072888254547
0.36615705651089625,0.2815028557684979,1.3007223515061468
0.23700850044591087,0.22019561625969178,1.0763543092810282
0.3124103629155146,0.2500246497722555,1.2495182503008622
0.3083896913937806,0.2642206748414883,1.1671671476079237
0.35269424569409574,0.27147888360440614,1.2991590395960044
0.29001901871623564,0.24521188828695484,1.1827282141265765
0.34668231461755716,0.26902587719813165,1.2886578727229026
0.48710544709352666,0.34471628339595456,1.4130619020802633
0.27542395153570465,0.2692384775730221,1.0229739598085676
0.3640201310852008,0.27929529930895536,1.3033521580415974
0.28434094941793187,0.2359174304106796,1.2052562157995605
0.5106093582671403,0.3562327520687645,1.4333588231341965
0.3391231013557617,0.2575589320698435,1.3166815789708277
0.33909511959276617,0.2637110931041171,1.2858583823733434
0.5418861698489473,0.3701718111675708,1.463877457712857
0.36317068213410386,0.27358068550191883,1.3274719356295956
0.25398524175303105,0.23572580094082218,1.0774605102170924
0.22819119122418122,0.2192828800757686,1.0406247452848782
0.29649101323864424,0.24947066060375347,1.188480491137094
0.3306127172898276,0.2593772784408504,1.2746402432671915
0.31645435252304366,0.25349665827117257,1.248357097412004
0.35635818458337,0.2762284635250873,1.290084953721669
0.4023849096713044,0.29037576878906873,1.3857385943370502
0.5367455425424689,0.3727192081308323,1.4400801751919903
0.3063065164640842,0.24850588101320223,1.2325926260385411
0.4016538385234607,0.29955412361712286,1.3408389564913394
0.26461685405528773,0.24507909065209463,1.0797202378677346
0.4093532613412895,0.291591749108746,1.403857491141238
0.2890912756323682,0.2365889467789691,1.2219137012450918
0.49418533770992595,0.33829859445169363,1.4607963078028445
0.3336604420752241,0.2627921010244739,1.2696745479581601
0.4299479799059159,0.30773767970401633,1.3971249159980736
0.34484805699952936,0.2693781553602187,1.2801634064885126
0.3303546424453565,0.25612295894214226,1.2898283067235026
0.3865255192451037,0.2846689956159895,1.3578068746429828
0.40400755567722635,0.2948795661646975,1.3700764720047716
0.4872408195628044,0.34178213512451877,1.4255889044209167
0.27136074051506365,0.252651534972738,1.0740514224239501
0.4249132022116153,0.30024527768073545,1.4152202675555317
0.2931345659968482,0.24819058399488028,1.1810865717729848
0.28219831680055046,0.24286963021452251,1.1619333242747956
0.3385928903691716,0.2607119229843951,1.2987242259320764
0.3560448364240437,0.27658534128020573,1.287287441829169
0.4281497834555277,0.3091106311657108,1.3851020970741097
0.3178600770312209,0.2534445170601748,1.2541604005414408
0.41366482530624793,0.2985892422699705,1.3853976190214898
0.4179185545594719,0.2999787644445746,1.3931604636523809
0.37558898762083504,0.2764449552519662,1.3586393257873122
0.35882039432344726,0.26763412439630707,1.340712418989267
0.27168611698392847,0.23689614183277943,1.1468575000081962
0.3807992233924395,0.2797096437470685,1.3614089893045758
0.4923787824262228,0.34092127105368353,1.4442594940011526
0.44041984842618853,0.3126758160827997,1.408551047995221
0.5379226774485153,0.3755889233589332,1.4322112394524669
0.31324474143938796,0.2584070642364718,1.2122143114196502
0.24157052970578174,0.23151868583313742,1.043416987430073
0.32483292251684476,0.2587206333968546,1.2555354331503192
0.22585190743348316,0.2444094757997523,0.9240718130688452
0.2917351777690652,0.2513880698794022,1.1604973056558276
0.3784444490322638,0.28022514553118527,1.3505013917109308
0.27125239481565044,0.2352871301452572,1.1528569142230163
0.32228155935857195,0.2677358634734484,1.2037295085442778
0.2814439587731673,0.2364664949580846,1.1902064976395716
0.34755831707198465,0.26222854282063734,1.3254023125534138
0.327700828438111,0.2702941285700024,1.2123860409836504
0.39420290830124805,0.29419822787075595,1.3399227832005334
0.3383686015381058,0.2686104189593348,1.2597002113657092
0.3359259901970785,0.2596461657842269,1.29378375059943
0.30551659439666967,0.2466081593076813,1.2388746392429422
0.32409381988030395,0.26747055965611305,1.2116990381931807
0.49019072658830426,0.33117576011081096,1.4801527938647656
0.3065436591952413,0.2591830764589328,1.1827302283133934
0.2890851698547766,0.24616856880782312,1.1743382644453577
0.4583010179027048,0.3259272529736649,1.406145125089419
0.3072333372541743,0.2440497805417252,1.2588961832794872
0.45257733292691926,0.3216533615501074,1.4070343637817584
